# NFL spread data
('2016-12-24T18:00:00.000000', u'CHI', u'WAS', -20.0)
('2016-12-24T18:00:00.000000', u'CLE', u'LAC', 3.0)
('2016-12-24T18:00:00.000000', u'GB', u'MIN', 13.0)
('2016-12-24T18:00:00.000000', u'JAC', u'TEN', 21.0)
('2016-12-24T18:00:00.000000', u'NE', u'NYJ', 38.0)
('2016-12-24T21:05:00.000000', u'OAK', u'IND', 8.0)
('2016-12-24T21:25:00.000000', u'LAR', u'SF', -1.0)
('2016-12-24T21:25:00.000000', u'NO', u'TB', 7.0)
('2016-12-24T21:25:00.000000', u'SEA', u'ARI', -3.0)
('2016-12-25T01:25:00.000000', u'HOU', u'CIN', 2.0)
('2016-12-25T21:30:00.000000', u'PIT', u'BAL', 4.0)
('2016-12-26T01:30:00.000000', u'KC', u'DEN', 23.0)
('2016-12-27T01:30:00.000000', u'DAL', u'DET', 21.0)
('2017-01-01T18:00:00.000000', u'CIN', u'BAL', 17.0)
('2017-01-01T18:00:00.000000', u'IND', u'JAC', 4.0)
('2017-01-01T18:00:00.000000', u'MIA', u'NE', -21.0)
('2017-01-01T18:00:00.000000', u'MIN', u'CHI', 28.0)
('2017-01-01T18:00:00.000000', u'NYJ', u'BUF', 20.0)
('2017-01-01T18:00:00.000000', u'PHI', u'DAL', 14.0)
('2017-01-01T18:00:00.000000', u'PIT', u'CLE', 3.0)
('2017-01-01T18:00:00.000000', u'TB', u'CAR', 1.0)
('2017-01-01T18:00:00.000000', u'TEN', u'HOU', 7.0)
('2017-01-01T21:25:00.000000', u'ATL', u'NO', 6.0)
('2017-01-01T21:25:00.000000', u'DEN', u'OAK', 18.0)
('2017-01-01T21:25:00.000000', u'LAC', u'KC', -10.0)
('2017-01-01T21:25:00.000000', u'LAR', u'ARI', -38.0)
('2017-01-01T21:25:00.000000', u'SF', u'SEA', -2.0)
('2017-01-01T21:25:00.000000', u'WAS', u'NYG', -9.0)
('2017-01-02T01:30:00.000000', u'DET', u'GB', -7.0)
('2017-09-08T00:30:00.000000', u'NE', u'KC', -15.0)
('2017-09-10T17:00:00.000000', u'BUF', u'NYJ', 9.0)
('2017-09-10T17:00:00.000000', u'CHI', u'ATL', -6.0)
('2017-09-10T17:00:00.000000', u'CIN', u'BAL', -20.0)
('2017-09-10T17:00:00.000000', u'CLE', u'PIT', -3.0)
('2017-09-10T17:00:00.000000', u'DET', u'ARI', 12.0)
('2017-09-10T17:00:00.000000', u'HOU', u'JAC', -22.0)
('2017-09-10T17:00:00.000000', u'MIA', u'TB', 0.0)
('2017-09-10T17:00:00.000000', u'TEN', u'OAK', -10.0)
('2017-09-10T17:00:00.000000', u'WAS', u'PHI', -13.0)
('2017-09-10T20:05:00.000000', u'LAR', u'IND', 37.0)
('2017-09-10T20:25:00.000000', u'GB', u'SEA', 8.0)
('2017-09-10T20:25:00.000000', u'SF', u'CAR', -20.0)
('2017-09-11T00:30:00.000000', u'DAL', u'NYG', 16.0)
('2017-09-11T23:10:00.000000', u'MIN', u'NO', 10.0)
('2017-09-12T02:20:00.000000', u'DEN', u'LAC', 3.0)
('2017-09-15T00:25:00.000000', u'CIN', u'HOU', -4.0)
('2017-09-17T17:00:00.000000', u'BAL', u'CLE', 14.0)
('2017-09-17T17:00:00.000000', u'CAR', u'BUF', 6.0)
('2017-09-17T17:00:00.000000', u'IND', u'ARI', -3.0)
('2017-09-17T17:00:00.000000', u'JAC', u'TEN', -21.0)
('2017-09-17T17:00:00.000000', u'KC', u'PHI', 7.0)
('2017-09-17T17:00:00.000000', u'NO', u'NE', -16.0)
('2017-09-17T17:00:00.000000', u'PIT', u'MIN', 17.0)
('2017-09-17T17:00:00.000000', u'TB', u'CHI', 22.0)
('2017-09-17T20:05:00.000000', u'LAC', u'MIA', -2.0)
('2017-09-17T20:05:00.000000', u'OAK', u'NYJ', 25.0)
('2017-09-17T20:25:00.000000', u'DEN', u'DAL', 25.0)
('2017-09-17T20:25:00.000000', u'LAR', u'WAS', -7.0)
('2017-09-17T20:25:00.000000', u'SEA', u'SF', 3.0)
('2017-09-18T00:30:00.000000', u'ATL', u'GB', 11.0)
('2017-09-19T00:30:00.000000', u'NYG', u'DET', -14.0)
('2017-09-22T00:25:00.000000', u'SF', u'LAR', -2.0)
('2017-09-24T17:00:00.000000', u'BUF', u'DEN', 10.0)
('2017-09-24T17:00:00.000000', u'CAR', u'NO', -21.0)
('2017-09-24T17:00:00.000000', u'CHI', u'PIT', 6.0)
('2017-09-24T17:00:00.000000', u'DET', u'ATL', -4.0)
('2017-09-24T17:00:00.000000', u'IND', u'CLE', 3.0)
('2017-09-24T17:00:00.000000', u'MIN', u'TB', 17.0)
('2017-09-24T17:00:00.000000', u'NE', u'HOU', 3.0)
('2017-09-24T17:00:00.000000', u'NYJ', u'MIA', 14.0)
('2017-09-24T17:00:00.000000', u'PHI', u'NYG', 3.0)
('2017-09-24T20:05:00.000000', u'TEN', u'SEA', 6.0)
('2017-09-24T20:25:00.000000', u'GB', u'CIN', 3.0)
('2017-09-24T20:25:00.000000', u'LAC', u'KC', -14.0)
('2017-09-25T00:30:00.000000', u'WAS', u'OAK', 17.0)
('2017-09-25T01:30:00.000000', u'JAC', u'BAL', 37.0)
('2017-09-26T00:30:00.000000', u'ARI', u'DAL', -11.0)
('2017-09-29T00:25:00.000000', u'GB', u'CHI', 21.0)
('2017-10-01T17:00:00.000000', u'ATL', u'BUF', -6.0)
('2017-10-01T17:00:00.000000', u'BAL', u'PIT', -17.0)
('2017-10-01T17:00:00.000000', u'CLE', u'CIN', -24.0)
('2017-10-01T17:00:00.000000', u'DAL', u'LAR', -5.0)
('2017-10-01T17:00:00.000000', u'HOU', u'TEN', 43.0)
('2017-10-01T17:00:00.000000', u'MIN', u'DET', -7.0)
('2017-10-01T17:00:00.000000', u'NE', u'CAR', -3.0)
('2017-10-01T17:00:00.000000', u'NYJ', u'JAC', 3.0)
('2017-10-01T20:05:00.000000', u'ARI', u'SF', 3.0)
('2017-10-01T20:05:00.000000', u'LAC', u'PHI', -2.0)
('2017-10-01T20:05:00.000000', u'TB', u'NYG', 2.0)
('2017-10-01T20:25:00.000000', u'DEN', u'OAK', 6.0)
('2017-10-02T00:30:00.000000', u'SEA', u'IND', 28.0)
('2017-10-02T01:30:00.000000', u'MIA', u'NO', -20.0)
('2017-10-03T00:30:00.000000', u'KC', u'WAS', 9.0)
('2017-10-06T00:25:00.000000', u'TB', u'NE', -5.0)
('2017-10-08T17:00:00.000000', u'CIN', u'BUF', 4.0)
('2017-10-08T17:00:00.000000', u'CLE', u'NYJ', -3.0)
('2017-10-08T17:00:00.000000', u'DET', u'CAR', -3.0)
('2017-10-08T17:00:00.000000', u'IND', u'SF', 3.0)
('2017-10-08T17:00:00.000000', u'MIA', u'TEN', 6.0)
('2017-10-08T17:00:00.000000', u'NYG', u'LAC', -5.0)
('2017-10-08T17:00:00.000000', u'PHI', u'ARI', 27.0)
('2017-10-08T17:00:00.000000', u'PIT', u'JAC', -21.0)
('2017-10-08T20:05:00.000000', u'LAR', u'SEA', -6.0)
('2017-10-08T20:05:00.000000', u'OAK', u'BAL', -13.0)
('2017-10-08T20:25:00.000000', u'DAL', u'GB', -4.0)
('2017-10-09T00:30:00.000000', u'HOU', u'KC', -8.0)
('2017-10-10T00:30:00.000000', u'CHI', u'MIN', -3.0)
('2017-10-13T00:25:00.000000', u'CAR', u'PHI', -5.0)
('2017-10-15T17:00:00.000000', u'ATL', u'MIA', -3.0)
('2017-10-15T17:00:00.000000', u'BAL', u'CHI', -3.0)
('2017-10-15T17:00:00.000000', u'HOU', u'CLE', 16.0)
('2017-10-15T17:00:00.000000', u'MIN', u'GB', 13.0)
('2017-10-15T17:00:00.000000', u'NO', u'DET', 14.0)
('2017-10-15T17:00:00.000000', u'NYJ', u'NE', -7.0)
('2017-10-15T17:00:00.000000', u'WAS', u'SF', 2.0)
('2017-10-15T20:05:00.000000', u'ARI', u'TB', 5.0)
('2017-10-15T20:05:00.000000', u'JAC', u'LAR', -10.0)
('2017-10-15T20:25:00.000000', u'KC', u'PIT', -6.0)
('2017-10-15T20:25:00.000000', u'OAK', u'LAC', -1.0)
('2017-10-16T00:30:00.000000', u'DEN', u'NYG', -13.0)
('2017-10-17T00:30:00.000000', u'TEN', u'IND', 14.0)
('2017-10-20T00:25:00.000000', u'OAK', u'KC', 1.0)
('2017-10-22T17:00:00.000000', u'BUF', u'TB', 3.0)
('2017-10-22T17:00:00.000000', u'CHI', u'CAR', 14.0)
('2017-10-22T17:00:00.000000', u'CLE', u'TEN', -3.0)
('2017-10-22T17:00:00.000000', u'GB', u'NO', -9.0)
('2017-10-22T17:00:00.000000', u'IND', u'JAC', -27.0)
('2017-10-22T17:00:00.000000', u'LAR', u'ARI', 33.0)
('2017-10-22T17:00:00.000000', u'MIA', u'NYJ', 3.0)
('2017-10-22T17:00:00.000000', u'MIN', u'BAL', 8.0)
('2017-10-22T20:05:00.000000', u'SF', u'DAL', -30.0)
('2017-10-22T20:25:00.000000', u'LAC', u'DEN', 21.0)
('2017-10-22T20:25:00.000000', u'NYG', u'SEA', -17.0)
('2017-10-22T20:25:00.000000', u'PIT', u'CIN', 15.0)
('2017-10-23T00:30:00.000000', u'NE', u'ATL', 16.0)
('2017-10-24T00:30:00.000000', u'PHI', u'WAS', 10.0)
('2017-10-27T00:25:00.000000', u'BAL', u'MIA', 40.0)
('2017-10-29T17:00:00.000000', u'BUF', u'OAK', 20.0)
('2017-10-29T17:00:00.000000', u'CIN', u'IND', 1.0)
('2017-10-29T17:00:00.000000', u'NE', u'LAC', 8.0)
('2017-10-29T17:00:00.000000', u'NO', u'CHI', 8.0)
('2017-10-29T17:00:00.000000', u'NYJ', u'ATL', -5.0)
('2017-10-29T17:00:00.000000', u'PHI', u'SF', 23.0)
('2017-10-29T17:00:00.000000', u'TB', u'CAR', -14.0)
('2017-10-29T20:05:00.000000', u'SEA', u'HOU', 3.0)
('2017-10-29T20:25:00.000000', u'WAS', u'DAL', -14.0)
('2017-10-30T00:30:00.000000', u'DET', u'PIT', -5.0)
('2017-10-30T01:30:00.000000', u'CLE', u'MIN', -17.0)
('2017-10-31T00:30:00.000000', u'KC', u'DEN', 10.0)
('2017-11-03T00:25:00.000000', u'NYJ', u'BUF', 13.0)
('2017-11-05T18:00:00.000000', u'CAR', u'ATL', 3.0)
('2017-11-05T18:00:00.000000', u'HOU', u'IND', -6.0)
('2017-11-05T18:00:00.000000', u'JAC', u'CIN', 16.0)
('2017-11-05T18:00:00.000000', u'NO', u'TB', 20.0)
('2017-11-05T18:00:00.000000', u'NYG', u'LAR', -34.0)
('2017-11-05T18:00:00.000000', u'PHI', u'DEN', 28.0)
('2017-11-05T18:00:00.000000', u'TEN', u'BAL', 3.0)
('2017-11-05T21:05:00.000000', u'SEA', u'WAS', -3.0)
('2017-11-05T21:05:00.000000', u'SF', u'ARI', -10.0)
('2017-11-05T21:25:00.000000', u'DAL', u'KC', 11.0)
('2017-11-06T01:30:00.000000', u'MIA', u'OAK', -3.0)
('2017-11-07T01:30:00.000000', u'GB', u'DET', -13.0)
('2017-11-10T01:25:00.000000', u'ARI', u'SEA', -6.0)
('2017-11-12T18:00:00.000000', u'BUF', u'NO', -37.0)
('2017-11-12T18:00:00.000000', u'CHI', u'GB', -7.0)
('2017-11-12T18:00:00.000000', u'DET', u'CLE', 14.0)
('2017-11-12T18:00:00.000000', u'IND', u'PIT', -3.0)
('2017-11-12T18:00:00.000000', u'JAC', u'LAC', 3.0)
('2017-11-12T18:00:00.000000', u'TB', u'NYJ', 5.0)
('2017-11-12T18:00:00.000000', u'TEN', u'CIN', 4.0)
('2017-11-12T18:00:00.000000', u'WAS', u'MIN', -8.0)
('2017-11-12T21:05:00.000000', u'LAR', u'HOU', 26.0)
('2017-11-12T21:25:00.000000', u'ATL', u'DAL', 20.0)
('2017-11-12T21:25:00.000000', u'SF', u'NYG', 10.0)
('2017-11-13T01:30:00.000000', u'DEN', u'NE', -25.0)
('2017-11-14T01:30:00.000000', u'CAR', u'MIA', 24.0)
('2017-11-17T01:25:00.000000', u'PIT', u'TEN', 23.0)
('2017-11-19T18:00:00.000000', u'CHI', u'DET', -3.0)
('2017-11-19T18:00:00.000000', u'CLE', u'JAC', -12.0)
('2017-11-19T18:00:00.000000', u'GB', u'BAL', -23.0)
('2017-11-19T18:00:00.000000', u'HOU', u'ARI', 10.0)
('2017-11-19T18:00:00.000000', u'MIA', u'TB', -10.0)
('2017-11-19T18:00:00.000000', u'MIN', u'LAR', 17.0)
('2017-11-19T18:00:00.000000', u'NO', u'WAS', 3.0)
('2017-11-19T18:00:00.000000', u'NYG', u'KC', 3.0)
('2017-11-19T21:05:00.000000', u'LAC', u'BUF', 30.0)
('2017-11-19T21:25:00.000000', u'DEN', u'CIN', -3.0)
('2017-11-19T21:25:00.000000', u'OAK', u'NE', -25.0)
('2017-11-20T01:30:00.000000', u'DAL', u'PHI', -28.0)
('2017-11-21T01:30:00.000000', u'SEA', u'ATL', -3.0)
('2017-11-23T17:30:00.000000', u'DET', u'MIN', -7.0)
('2017-11-23T21:30:00.000000', u'DAL', u'LAC', -22.0)
('2017-11-24T01:30:00.000000', u'WAS', u'NYG', 10.0)
('2017-11-26T18:00:00.000000', u'ATL', u'TB', 14.0)
('2017-11-26T18:00:00.000000', u'CIN', u'CLE', 14.0)
('2017-11-26T18:00:00.000000', u'IND', u'TEN', -4.0)
('2017-11-26T18:00:00.000000', u'KC', u'BUF', -6.0)
('2017-11-26T18:00:00.000000', u'NE', u'MIA', 18.0)
('2017-11-26T18:00:00.000000', u'NYJ', u'CAR', -8.0)
('2017-11-26T18:00:00.000000', u'PHI', u'CHI', 28.0)
('2017-11-26T21:05:00.000000', u'SF', u'SEA', -11.0)
('2017-11-26T21:25:00.000000', u'ARI', u'JAC', 3.0)
('2017-11-26T21:25:00.000000', u'LAR', u'NO', 6.0)
('2017-11-26T21:25:00.000000', u'OAK', u'DEN', 7.0)
('2017-11-27T01:30:00.000000', u'PIT', u'GB', 3.0)
('2017-11-28T01:30:00.000000', u'BAL', u'HOU', 7.0)
('2017-12-01T01:25:00.000000', u'DAL', u'WAS', 24.0)
('2017-12-03T18:00:00.000000', u'ATL', u'MIN', -5.0)
('2017-12-03T18:00:00.000000', u'BAL', u'DET', 24.0)
('2017-12-03T18:00:00.000000', u'BUF', u'NE', -20.0)
('2017-12-03T18:00:00.000000', u'CHI', u'SF', -1.0)
('2017-12-03T18:00:00.000000', u'GB', u'TB', 6.0)
('2017-12-03T18:00:00.000000', u'JAC', u'IND', 20.0)
('2017-12-03T18:00:00.000000', u'MIA', u'DEN', 26.0)
('2017-12-03T18:00:00.000000', u'NYJ', u'KC', 7.0)
('2017-12-03T18:00:00.000000', u'TEN', u'HOU', 11.0)
('2017-12-03T21:05:00.000000', u'LAC', u'CLE', 9.0)
('2017-12-03T21:25:00.000000', u'ARI', u'LAR', -16.0)
('2017-12-03T21:25:00.000000', u'NO', u'CAR', 10.0)
('2017-12-03T21:25:00.000000', u'OAK', u'NYG', 7.0)
('2017-12-04T01:30:00.000000', u'SEA', u'PHI', 14.0)
('2017-12-05T01:30:00.000000', u'CIN', u'PIT', -3.0)
('2017-12-08T01:25:00.000000', u'ATL', u'NO', 3.0)
('2017-12-10T18:00:00.000000', u'BUF', u'IND', 6.0)
('2017-12-10T18:00:00.000000', u'CAR', u'MIN', 7.0)
('2017-12-10T18:00:00.000000', u'CIN', u'CHI', -26.0)
('2017-12-10T18:00:00.000000', u'CLE', u'GB', -6.0)
('2017-12-10T18:00:00.000000', u'HOU', u'SF', -10.0)
('2017-12-10T18:00:00.000000', u'KC', u'OAK', 11.0)
('2017-12-10T18:00:00.000000', u'NYG', u'DAL', -20.0)
('2017-12-10T18:00:00.000000', u'TB', u'DET', -3.0)
('2017-12-10T21:05:00.000000', u'ARI', u'TEN', 5.0)
('2017-12-10T21:05:00.000000', u'DEN', u'NYJ', 23.0)
('2017-12-10T21:05:00.000000', u'LAC', u'WAS', 17.0)
('2017-12-10T21:25:00.000000', u'JAC', u'SEA', 6.0)
('2017-12-10T21:25:00.000000', u'LAR', u'PHI', -8.0)
('2017-12-11T01:30:00.000000', u'PIT', u'BAL', 1.0)
('2017-12-12T01:30:00.000000', u'MIA', u'NE', 7.0)
('2017-12-15T01:25:00.000000', u'IND', u'DEN', -12.0)
('2017-12-16T21:30:00.000000', u'DET', u'CHI', 10.0)
('2017-12-17T01:30:00.000000', u'KC', u'LAC', 17.0)
('2017-12-17T18:00:00.000000', u'BUF', u'MIA', 8.0)
('2017-12-17T18:00:00.000000', u'CAR', u'GB', 7.0)
('2017-12-17T18:00:00.000000', u'CLE', u'BAL', -17.0)
('2017-12-17T18:00:00.000000', u'JAC', u'HOU', 38.0)
('2017-12-17T18:00:00.000000', u'MIN', u'CIN', 27.0)
('2017-12-17T18:00:00.000000', u'NO', u'NYJ', 12.0)
('2017-12-17T18:00:00.000000', u'NYG', u'PHI', -5.0)
('2017-12-17T18:00:00.000000', u'WAS', u'ARI', 5.0)
('2017-12-17T21:05:00.000000', u'SEA', u'LAR', -35.0)
('2017-12-17T21:25:00.000000', u'PIT', u'NE', -3.0)
('2017-12-17T21:25:00.000000', u'SF', u'TEN', 2.0)
('2017-12-18T01:30:00.000000', u'OAK', u'DAL', -3.0)
('2017-12-19T01:30:00.000000', u'TB', u'ATL', -3.0)
('2017-12-23T21:30:00.000000', u'BAL', u'IND', 7.0)
('2017-12-24T01:30:00.000000', u'GB', u'MIN', -16.0)
('2017-12-24T18:00:00.000000', u'CAR', u'TB', 3.0)
('2017-12-24T18:00:00.000000', u'CHI', u'CLE', 17.0)
('2017-12-24T18:00:00.000000', u'CIN', u'DET', 9.0)
('2017-12-24T18:00:00.000000', u'KC', u'MIA', 16.0)
('2017-12-24T18:00:00.000000', u'NE', u'BUF', 21.0)
('2017-12-24T18:00:00.000000', u'NO', u'ATL', 10.0)
('2017-12-24T18:00:00.000000', u'NYJ', u'LAC', -7.0)
('2017-12-24T18:00:00.000000', u'TEN', u'LAR', -4.0)
('2017-12-24T18:00:00.000000', u'WAS', u'DEN', 16.0)
('2017-12-24T21:05:00.000000', u'SF', u'JAC', 11.0)
('2017-12-24T21:25:00.000000', u'ARI', u'NYG', 23.0)
('2017-12-24T21:25:00.000000', u'DAL', u'SEA', -9.0)
('2017-12-25T21:30:00.000000', u'HOU', u'PIT', -28.0)
('2017-12-26T01:30:00.000000', u'PHI', u'OAK', 9.0)
('2017-12-31T18:00:00.000000', u'DET', u'GB', 24.0)
('2017-12-31T18:00:00.000000', u'IND', u'HOU', 9.0)
('2017-12-31T18:00:00.000000', u'MIN', u'CHI', 13.0)
('2017-12-31T18:00:00.000000', u'NE', u'NYJ', 20.0)
('2017-12-31T18:00:00.000000', u'NYG', u'WAS', 8.0)
('2017-12-31T18:00:00.000000', u'PHI', u'DAL', -6.0)
('2017-12-31T18:00:00.000000', u'PIT', u'CLE', 4.0)
('2017-12-31T21:25:00.000000', u'ATL', u'CAR', 12.0)
('2017-12-31T21:25:00.000000', u'BAL', u'CIN', -4.0)
('2017-12-31T21:25:00.000000', u'DEN', u'KC', -3.0)
('2017-12-31T21:25:00.000000', u'LAC', u'OAK', 20.0)
('2017-12-31T21:25:00.000000', u'LAR', u'SF', -21.0)
('2017-12-31T21:25:00.000000', u'MIA', u'BUF', -6.0)
('2017-12-31T21:25:00.000000', u'SEA', u'ARI', -2.0)
('2017-12-31T21:25:00.000000', u'TB', u'NO', 7.0)
('2017-12-31T21:25:00.000000', u'TEN', u'JAC', 5.0)
('2018-09-07T00:20:00.000000', u'PHI', u'ATL', 6.0)
('2018-09-09T17:00:00.000000', u'BAL', u'BUF', 44.0)
('2018-09-09T17:00:00.000000', u'CLE', u'PIT', 0.0)
('2018-09-09T17:00:00.000000', u'IND', u'CIN', -11.0)
('2018-09-09T17:00:00.000000', u'MIA', u'TEN', 7.0)
('2018-09-09T17:00:00.000000', u'MIN', u'SF', 8.0)
('2018-09-09T17:00:00.000000', u'NE', u'HOU', 7.0)
('2018-09-09T17:00:00.000000', u'NO', u'TB', -8.0)
('2018-09-09T17:00:00.000000', u'NYG', u'JAC', -5.0)
('2018-09-09T20:05:00.000000', u'LAC', u'KC', -10.0)
('2018-09-09T20:25:00.000000', u'ARI', u'WAS', -18.0)
('2018-09-09T20:25:00.000000', u'CAR', u'DAL', 8.0)
('2018-09-09T20:25:00.000000', u'DEN', u'SEA', 3.0)
('2018-09-10T00:20:00.000000', u'GB', u'CHI', 1.0)
('2018-09-10T23:10:00.000000', u'DET', u'NYJ', -31.0)
('2018-09-11T02:20:00.000000', u'OAK', u'LAR', -20.0)
('2018-09-14T00:20:00.000000', u'CIN', u'BAL', 11.0)
('2018-09-16T17:00:00.000000', u'ATL', u'CAR', 7.0)
('2018-09-16T17:00:00.000000', u'BUF', u'LAC', -11.0)
('2018-09-16T17:00:00.000000', u'GB', u'MIN', 0.0)
('2018-09-16T17:00:00.000000', u'NO', u'CLE', 3.0)
('2018-09-16T17:00:00.000000', u'NYJ', u'MIA', -8.0)
('2018-09-16T17:00:00.000000', u'PIT', u'KC', -5.0)
('2018-09-16T17:00:00.000000', u'TB', u'PHI', 6.0)
('2018-09-16T17:00:00.000000', u'TEN', u'HOU', 3.0)
('2018-09-16T17:00:00.000000', u'WAS', u'IND', -12.0)
('2018-09-16T20:05:00.000000', u'LAR', u'ARI', 34.0)
('2018-09-16T20:05:00.000000', u'SF', u'DET', 3.0)
('2018-09-16T20:25:00.000000', u'DEN', u'OAK', 1.0)
('2018-09-16T20:25:00.000000', u'JAC', u'NE', 11.0)
('2018-09-17T00:20:00.000000', u'DAL', u'NYG', 7.0)
('2018-09-18T00:15:00.000000', u'CHI', u'SEA', 7.0)
('2018-09-21T00:20:00.000000', u'CLE', u'NYJ', 4.0)
('2018-09-23T17:00:00.000000', u'ATL', u'NO', -6.0)
('2018-09-23T17:00:00.000000', u'BAL', u'DEN', 13.0)
('2018-09-23T17:00:00.000000', u'CAR', u'CIN', 10.0)
('2018-09-23T17:00:00.000000', u'HOU', u'NYG', -5.0)
('2018-09-23T17:00:00.000000', u'JAC', u'TEN', -3.0)
('2018-09-23T17:00:00.000000', u'KC', u'SF', 11.0)
('2018-09-23T17:00:00.000000', u'MIA', u'OAK', 8.0)
('2018-09-23T17:00:00.000000', u'MIN', u'BUF', -21.0)
('2018-09-23T17:00:00.000000', u'PHI', u'IND', 4.0)
('2018-09-23T17:00:00.000000', u'WAS', u'GB', 14.0)
('2018-09-23T20:05:00.000000', u'LAR', u'LAC', 12.0)
('2018-09-23T20:25:00.000000', u'ARI', u'CHI', -2.0)
('2018-09-23T20:25:00.000000', u'SEA', u'DAL', 11.0)
('2018-09-24T00:20:00.000000', u'DET', u'NE', 16.0)
('2018-09-25T00:15:00.000000', u'TB', u'PIT', -3.0)
('2018-09-28T00:20:00.000000', u'LAR', u'MIN', 7.0)
('2018-09-30T17:00:00.000000', u'ATL', u'CIN', -1.0)
('2018-09-30T17:00:00.000000', u'CHI', u'TB', 38.0)
('2018-09-30T17:00:00.000000', u'DAL', u'DET', 2.0)
('2018-09-30T17:00:00.000000', u'GB', u'BUF', 22.0)
('2018-09-30T17:00:00.000000', u'IND', u'HOU', -3.0)
('2018-09-30T17:00:00.000000', u'JAC', u'NYJ', 19.0)
('2018-09-30T17:00:00.000000', u'NE', u'MIA', 31.0)
('2018-09-30T17:00:00.000000', u'TEN', u'PHI', 3.0)
('2018-09-30T20:05:00.000000', u'ARI', u'SEA', -3.0)
('2018-09-30T20:05:00.000000', u'OAK', u'CLE', 3.0)
('2018-09-30T20:25:00.000000', u'LAC', u'SF', 2.0)
('2018-09-30T20:25:00.000000', u'NYG', u'NO', -15.0)
('2018-10-01T00:20:00.000000', u'PIT', u'BAL', -12.0)
('2018-10-02T00:15:00.000000', u'DEN', u'KC', -4.0)
('2018-10-05T00:20:00.000000', u'NE', u'IND', 14.0)
('2018-10-07T17:00:00.000000', u'BUF', u'TEN', 1.0)
('2018-10-07T17:00:00.000000', u'CAR', u'NYG', 2.0)
('2018-10-07T17:00:00.000000', u'CIN', u'MIA', 10.0)
('2018-10-07T17:00:00.000000', u'CLE', u'BAL', 3.0)
('2018-10-07T17:00:00.000000', u'DET', u'GB', 8.0)
('2018-10-07T17:00:00.000000', u'KC', u'JAC', 16.0)
('2018-10-07T17:00:00.000000', u'NYJ', u'DEN', 18.0)
('2018-10-07T17:00:00.000000', u'PIT', u'ATL', 24.0)
('2018-10-07T20:05:00.000000', u'LAC', u'OAK', 16.0)
('2018-10-07T20:25:00.000000', u'PHI', u'MIN', -2.0)
('2018-10-07T20:25:00.000000', u'SEA', u'LAR', -2.0)
('2018-10-07T20:25:00.000000', u'SF', u'ARI', -10.0)
('2018-10-08T00:20:00.000000', u'HOU', u'DAL', 3.0)
('2018-10-09T00:15:00.000000', u'NO', u'WAS', 24.0)
('2018-10-12T00:20:00.000000', u'NYG', u'PHI', -21.0)
('2018-10-14T17:00:00.000000', u'ATL', u'TB', 5.0)
('2018-10-14T17:00:00.000000', u'CIN', u'PIT', -7.0)
('2018-10-14T17:00:00.000000', u'CLE', u'LAC', -24.0)
('2018-10-14T17:00:00.000000', u'HOU', u'BUF', 7.0)
('2018-10-14T17:00:00.000000', u'MIA', u'CHI', 3.0)
('2018-10-14T17:00:00.000000', u'MIN', u'ARI', 10.0)
('2018-10-14T17:00:00.000000', u'NYJ', u'IND', 8.0)
('2018-10-14T17:00:00.000000', u'OAK', u'SEA', -24.0)
('2018-10-14T17:00:00.000000', u'WAS', u'CAR', 6.0)
('2018-10-14T20:05:00.000000', u'DEN', u'LAR', -3.0)
('2018-10-14T20:25:00.000000', u'DAL', u'JAC', 33.0)
('2018-10-14T20:25:00.000000', u'TEN', u'BAL', -21.0)
('2018-10-15T00:20:00.000000', u'NE', u'KC', 3.0)
('2018-10-16T00:15:00.000000', u'GB', u'SF', 3.0)
