# NFL spread data
('2012-09-23T17:00:00.000000', u'NO', u'KC', -3.0)
('2012-09-23T17:00:00.000000', u'TEN', u'DET', 3.0)
('2012-09-23T17:00:00.000000', u'WAS', u'CIN', -7.0)
('2012-09-23T20:05:00.000000', u'ARI', u'PHI', 21.0)
('2012-09-23T20:05:00.000000', u'LAC', u'ATL', -24.0)
('2012-09-23T20:25:00.000000', u'DEN', u'HOU', -6.0)
('2012-09-23T20:25:00.000000', u'OAK', u'PIT', 3.0)
('2012-09-24T00:20:00.000000', u'BAL', u'NE', 1.0)
('2012-09-25T00:30:00.000000', u'SEA', u'GB', 2.0)
('2012-09-28T00:20:00.000000', u'BAL', u'CLE', 7.0)
('2012-09-30T17:00:00.000000', u'ATL', u'CAR', 2.0)
('2012-09-30T17:00:00.000000', u'BUF', u'NE', -24.0)
('2012-09-30T17:00:00.000000', u'DET', u'MIN', -7.0)
('2012-09-30T17:00:00.000000', u'HOU', u'TEN', 24.0)
('2012-09-30T17:00:00.000000', u'KC', u'LAC', -17.0)
('2012-09-30T17:00:00.000000', u'LAR', u'SEA', 6.0)
('2012-09-30T17:00:00.000000', u'NYJ', u'SF', -34.0)
('2012-09-30T20:05:00.000000', u'ARI', u'MIA', 3.0)
('2012-09-30T20:05:00.000000', u'DEN', u'OAK', 31.0)
('2012-09-30T20:05:00.000000', u'JAC', u'CIN', -17.0)
('2012-09-30T20:25:00.000000', u'GB', u'NO', 1.0)
('2012-09-30T20:25:00.000000', u'TB', u'WAS', -2.0)
('2012-10-01T00:20:00.000000', u'PHI', u'NYG', 2.0)
('2012-10-02T00:30:00.000000', u'DAL', u'CHI', -16.0)
('2012-10-05T00:20:00.000000', u'LAR', u'ARI', 14.0)
('2012-10-07T17:00:00.000000', u'CIN', u'MIA', -4.0)
('2012-10-07T17:00:00.000000', u'IND', u'GB', 3.0)
('2012-10-07T17:00:00.000000', u'KC', u'BAL', -3.0)
('2012-10-07T17:00:00.000000', u'NYG', u'CLE', 14.0)
('2012-10-07T17:00:00.000000', u'PIT', u'PHI', 2.0)
('2012-10-07T17:00:00.000000', u'WAS', u'ATL', -7.0)
('2012-10-07T20:05:00.000000', u'CAR', u'SEA', -4.0)
('2012-10-07T20:05:00.000000', u'JAC', u'CHI', -38.0)
('2012-10-07T20:25:00.000000', u'MIN', u'TEN', 23.0)
('2012-10-07T20:25:00.000000', u'NE', u'DEN', 10.0)
('2012-10-07T20:25:00.000000', u'SF', u'BUF', 42.0)
('2012-10-08T00:20:00.000000', u'NO', u'LAC', 7.0)
('2012-10-09T00:30:00.000000', u'NYJ', u'HOU', -6.0)
('2012-10-12T00:20:00.000000', u'TEN', u'PIT', 3.0)
('2012-10-14T17:00:00.000000', u'ATL', u'OAK', 3.0)
('2012-10-14T17:00:00.000000', u'BAL', u'DAL', 2.0)
('2012-10-14T17:00:00.000000', u'CLE', u'CIN', 10.0)
('2012-10-14T17:00:00.000000', u'MIA', u'LAR', 3.0)
('2012-10-14T17:00:00.000000', u'NYJ', u'IND', 26.0)
('2012-10-14T17:00:00.000000', u'PHI', u'DET', -3.0)
('2012-10-14T17:00:00.000000', u'TB', u'KC', 28.0)
('2012-10-14T20:05:00.000000', u'ARI', u'BUF', -3.0)
('2012-10-14T20:05:00.000000', u'SEA', u'NE', 1.0)
('2012-10-14T20:25:00.000000', u'SF', u'NYG', -23.0)
('2012-10-14T20:25:00.000000', u'WAS', u'MIN', 12.0)
('2012-10-15T00:20:00.000000', u'HOU', u'GB', -18.0)
('2012-10-16T00:30:00.000000', u'LAC', u'DEN', -11.0)
('2012-10-19T00:20:00.000000', u'SF', u'SEA', 7.0)
('2012-10-21T17:00:00.000000', u'BUF', u'TEN', -1.0)
('2012-10-21T17:00:00.000000', u'CAR', u'DAL', -5.0)
('2012-10-21T17:00:00.000000', u'HOU', u'BAL', 30.0)
('2012-10-21T17:00:00.000000', u'IND', u'CLE', 4.0)
('2012-10-21T17:00:00.000000', u'LAR', u'GB', -10.0)
('2012-10-21T17:00:00.000000', u'MIN', u'ARI', 7.0)
('2012-10-21T17:00:00.000000', u'NYG', u'WAS', 4.0)
('2012-10-21T17:00:00.000000', u'TB', u'NO', -7.0)
('2012-10-21T20:25:00.000000', u'NE', u'NYJ', 3.0)
('2012-10-21T20:25:00.000000', u'OAK', u'JAC', 3.0)
('2012-10-22T00:20:00.000000', u'CIN', u'PIT', -7.0)
('2012-10-23T00:30:00.000000', u'CHI', u'DET', 6.0)
('2012-10-26T00:20:00.000000', u'MIN', u'TB', -19.0)
('2012-10-28T17:00:00.000000', u'CHI', u'CAR', 1.0)
('2012-10-28T17:00:00.000000', u'CLE', u'LAC', 1.0)
('2012-10-28T17:00:00.000000', u'DET', u'SEA', 4.0)
('2012-10-28T17:00:00.000000', u'GB', u'JAC', 9.0)
('2012-10-28T17:00:00.000000', u'LAR', u'NE', -38.0)
('2012-10-28T17:00:00.000000', u'NYJ', u'MIA', -21.0)
('2012-10-28T17:00:00.000000', u'PHI', u'ATL', -13.0)
('2012-10-28T17:00:00.000000', u'PIT', u'WAS', 15.0)
('2012-10-28T17:00:00.000000', u'TEN', u'IND', -6.0)
('2012-10-28T20:05:00.000000', u'KC', u'OAK', -10.0)
('2012-10-28T20:25:00.000000', u'DAL', u'NYG', -5.0)
('2012-10-29T00:20:00.000000', u'DEN', u'NO', 20.0)
('2012-10-30T00:30:00.000000', u'ARI', u'SF', -21.0)
('2012-11-02T00:20:00.000000', u'LAC', u'KC', 18.0)
('2012-11-04T18:00:00.000000', u'CIN', u'DEN', -8.0)
('2012-11-04T18:00:00.000000', u'CLE', u'BAL', -10.0)
('2012-11-04T18:00:00.000000', u'GB', u'ARI', 14.0)
('2012-11-04T18:00:00.000000', u'HOU', u'BUF', 12.0)
('2012-11-04T18:00:00.000000', u'IND', u'MIA', 3.0)
('2012-11-04T18:00:00.000000', u'JAC', u'DET', -17.0)
('2012-11-04T18:00:00.000000', u'TEN', u'CHI', -31.0)
('2012-11-04T18:00:00.000000', u'WAS', u'CAR', -8.0)
('2012-11-04T21:05:00.000000', u'OAK', u'TB', -10.0)
('2012-11-04T21:05:00.000000', u'SEA', u'MIN', 10.0)
('2012-11-04T21:25:00.000000', u'NYG', u'PIT', -4.0)
('2012-11-05T01:20:00.000000', u'ATL', u'DAL', 6.0)
('2012-11-06T01:30:00.000000', u'NO', u'PHI', 15.0)
('2012-11-09T01:20:00.000000', u'JAC', u'IND', -17.0)
('2012-11-11T18:00:00.000000', u'BAL', u'OAK', 35.0)
('2012-11-11T18:00:00.000000', u'CAR', u'DEN', -22.0)
('2012-11-11T18:00:00.000000', u'CIN', u'NYG', 18.0)
('2012-11-11T18:00:00.000000', u'MIA', u'TEN', -34.0)
('2012-11-11T18:00:00.000000', u'MIN', u'DET', 10.0)
('2012-11-11T18:00:00.000000', u'NE', u'BUF', 6.0)
('2012-11-11T18:00:00.000000', u'NO', u'ATL', 4.0)
('2012-11-11T18:00:00.000000', u'TB', u'LAC', 10.0)
('2012-11-11T21:05:00.000000', u'SEA', u'NYJ', 21.0)
('2012-11-11T21:25:00.000000', u'PHI', u'DAL', -15.0)
('2012-11-11T21:25:00.000000', u'SF', u'LAR', 0.0)
('2012-11-12T01:20:00.000000', u'CHI', u'HOU', -7.0)
('2012-11-13T01:30:00.000000', u'PIT', u'KC', 3.0)
('2012-11-16T01:20:00.000000', u'BUF', u'MIA', 5.0)
('2012-11-18T18:00:00.000000', u'ATL', u'ARI', 4.0)
('2012-11-18T18:00:00.000000', u'CAR', u'TB', -6.0)
('2012-11-18T18:00:00.000000', u'DAL', u'CLE', 3.0)
('2012-11-18T18:00:00.000000', u'DET', u'GB', -4.0)
('2012-11-18T18:00:00.000000', u'HOU', u'JAC', 6.0)
('2012-11-18T18:00:00.000000', u'KC', u'CIN', -22.0)
('2012-11-18T18:00:00.000000', u'LAR', u'NYJ', -14.0)
('2012-11-18T18:00:00.000000', u'WAS', u'PHI', 25.0)
('2012-11-18T21:05:00.000000', u'OAK', u'NO', -21.0)
('2012-11-18T21:25:00.000000', u'DEN', u'LAC', 7.0)
('2012-11-18T21:25:00.000000', u'NE', u'IND', 35.0)
('2012-11-19T01:20:00.000000', u'PIT', u'BAL', -3.0)
('2012-11-20T01:30:00.000000', u'SF', u'CHI', 25.0)
('2012-11-22T17:30:00.000000', u'DET', u'HOU', -3.0)
('2012-11-22T21:25:00.000000', u'DAL', u'WAS', -7.0)
('2012-11-23T01:20:00.000000', u'NYJ', u'NE', -30.0)
('2012-11-25T18:00:00.000000', u'CHI', u'MIN', 18.0)
('2012-11-25T18:00:00.000000', u'CIN', u'OAK', 24.0)
('2012-11-25T18:00:00.000000', u'CLE', u'PIT', 6.0)
('2012-11-25T18:00:00.000000', u'IND', u'BUF', 7.0)
('2012-11-25T18:00:00.000000', u'JAC', u'TEN', 5.0)
('2012-11-25T18:00:00.000000', u'KC', u'DEN', -8.0)
('2012-11-25T18:00:00.000000', u'MIA', u'SEA', 3.0)
('2012-11-25T18:00:00.000000', u'TB', u'ATL', -1.0)
('2012-11-25T21:05:00.000000', u'LAC', u'BAL', -3.0)
('2012-11-25T21:25:00.000000', u'ARI', u'LAR', -14.0)
('2012-11-25T21:25:00.000000', u'NO', u'SF', -10.0)
('2012-11-26T01:20:00.000000', u'NYG', u'GB', 28.0)
('2012-11-27T01:30:00.000000', u'PHI', u'CAR', -8.0)
('2012-11-30T01:20:00.000000', u'ATL', u'NO', 10.0)
('2012-12-02T18:00:00.000000', u'BUF', u'JAC', 16.0)
('2012-12-02T18:00:00.000000', u'CHI', u'SEA', -6.0)
('2012-12-02T18:00:00.000000', u'DET', u'IND', -2.0)
('2012-12-02T18:00:00.000000', u'GB', u'MIN', 9.0)
('2012-12-02T18:00:00.000000', u'KC', u'CAR', 6.0)
('2012-12-02T18:00:00.000000', u'LAR', u'SF', 3.0)
('2012-12-02T18:00:00.000000', u'MIA', u'NE', -7.0)
('2012-12-02T18:00:00.000000', u'NYJ', u'ARI', 1.0)
('2012-12-02T18:00:00.000000', u'TEN', u'HOU', -14.0)
('2012-12-02T21:05:00.000000', u'DEN', u'TB', 8.0)
('2012-12-02T21:25:00.000000', u'BAL', u'PIT', -3.0)
('2012-12-02T21:25:00.000000', u'LAC', u'CIN', -7.0)
('2012-12-02T21:25:00.000000', u'OAK', u'CLE', -3.0)
('2012-12-03T01:20:00.000000', u'DAL', u'PHI', 5.0)
('2012-12-04T01:30:00.000000', u'WAS', u'NYG', 1.0)
('2012-12-07T01:20:00.000000', u'OAK', u'DEN', -13.0)
('2012-12-09T18:00:00.000000', u'BUF', u'LAR', -3.0)
('2012-12-09T18:00:00.000000', u'CAR', u'ATL', 10.0)
('2012-12-09T18:00:00.000000', u'CIN', u'DAL', -1.0)
('2012-12-09T18:00:00.000000', u'CLE', u'KC', 23.0)
('2012-12-09T18:00:00.000000', u'IND', u'TEN', 4.0)
('2012-12-09T18:00:00.000000', u'JAC', u'NYJ', -7.0)
('2012-12-09T18:00:00.000000', u'MIN', u'CHI', 7.0)
('2012-12-09T18:00:00.000000', u'PIT', u'LAC', -10.0)
('2012-12-09T18:00:00.000000', u'TB', u'PHI', -2.0)
('2012-12-09T18:00:00.000000', u'WAS', u'BAL', 3.0)
('2012-12-09T21:05:00.000000', u'SF', u'MIA', 14.0)
('2012-12-09T21:25:00.000000', u'NYG', u'NO', 25.0)
('2012-12-09T21:25:00.000000', u'SEA', u'ARI', 58.0)
('2012-12-10T01:20:00.000000', u'GB', u'DET', 7.0)
('2012-12-11T01:30:00.000000', u'NE', u'HOU', 28.0)
('2012-12-14T01:20:00.000000', u'PHI', u'CIN', -21.0)
('2012-12-16T18:00:00.000000', u'ATL', u'NYG', 34.0)
('2012-12-16T18:00:00.000000', u'BAL', u'DEN', -17.0)
('2012-12-16T18:00:00.000000', u'CHI', u'GB', -8.0)
('2012-12-16T18:00:00.000000', u'CLE', u'WAS', -17.0)
('2012-12-16T18:00:00.000000', u'HOU', u'IND', 12.0)
('2012-12-16T18:00:00.000000', u'LAR', u'MIN', -14.0)
('2012-12-16T18:00:00.000000', u'MIA', u'JAC', 21.0)
('2012-12-16T18:00:00.000000', u'NO', u'TB', 41.0)
('2012-12-16T21:05:00.000000', u'ARI', u'DET', 28.0)
('2012-12-16T21:05:00.000000', u'BUF', u'SEA', -33.0)
('2012-12-16T21:05:00.000000', u'LAC', u'CAR', -24.0)
('2012-12-16T21:25:00.000000', u'DAL', u'PIT', 3.0)
('2012-12-16T21:25:00.000000', u'OAK', u'KC', 15.0)
('2012-12-17T01:20:00.000000', u'NE', u'SF', -7.0)
('2012-12-18T01:30:00.000000', u'TEN', u'NYJ', 4.0)
('2012-12-23T01:30:00.000000', u'DET', u'ATL', -13.0)
('2012-12-23T18:00:00.000000', u'CAR', u'OAK', 11.0)
('2012-12-23T18:00:00.000000', u'DAL', u'NO', -3.0)
('2012-12-23T18:00:00.000000', u'GB', u'TEN', 48.0)
('2012-12-23T18:00:00.000000', u'HOU', u'MIN', -17.0)
('2012-12-23T18:00:00.000000', u'JAC', u'NE', -7.0)
('2012-12-23T18:00:00.000000', u'KC', u'IND', -7.0)
('2012-12-23T18:00:00.000000', u'MIA', u'BUF', 14.0)
('2012-12-23T18:00:00.000000', u'NYJ', u'LAC', -10.0)
('2012-12-23T18:00:00.000000', u'PHI', u'WAS', -7.0)
('2012-12-23T18:00:00.000000', u'PIT', u'CIN', -3.0)
('2012-12-23T18:00:00.000000', u'TB', u'LAR', -15.0)
('2012-12-23T21:05:00.000000', u'DEN', u'CLE', 22.0)
('2012-12-23T21:25:00.000000', u'ARI', u'CHI', -15.0)
('2012-12-23T21:25:00.000000', u'BAL', u'NYG', 19.0)
('2012-12-24T01:20:00.000000', u'SEA', u'SF', 29.0)
('2012-12-30T18:00:00.000000', u'ATL', u'TB', -5.0)
('2012-12-30T18:00:00.000000', u'BUF', u'NYJ', 19.0)
('2012-12-30T18:00:00.000000', u'CIN', u'BAL', 6.0)
('2012-12-30T18:00:00.000000', u'DET', u'CHI', -2.0)
('2012-12-30T18:00:00.000000', u'IND', u'HOU', 12.0)
('2012-12-30T18:00:00.000000', u'NO', u'CAR', -6.0)
('2012-12-30T18:00:00.000000', u'NYG', u'PHI', 35.0)
('2012-12-30T18:00:00.000000', u'PIT', u'CLE', 14.0)
('2012-12-30T18:00:00.000000', u'TEN', u'JAC', 18.0)
('2012-12-30T21:25:00.000000', u'DEN', u'KC', 35.0)
('2012-12-30T21:25:00.000000', u'LAC', u'OAK', 3.0)
('2012-12-30T21:25:00.000000', u'MIN', u'GB', 3.0)
('2012-12-30T21:25:00.000000', u'NE', u'MIA', 28.0)
('2012-12-30T21:25:00.000000', u'SEA', u'LAR', 7.0)
('2012-12-30T21:25:00.000000', u'SF', u'ARI', 14.0)
('2012-12-31T01:20:00.000000', u'WAS', u'DAL', 10.0)
('2013-09-06T00:30:00.000000', u'DEN', u'BAL', 22.0)
('2013-09-08T17:00:00.000000', u'BUF', u'NE', -2.0)
('2013-09-08T17:00:00.000000', u'CAR', u'SEA', -5.0)
('2013-09-08T17:00:00.000000', u'CHI', u'CIN', 3.0)
('2013-09-08T17:00:00.000000', u'CLE', u'MIA', -13.0)
('2013-09-08T17:00:00.000000', u'DET', u'MIN', 10.0)
('2013-09-08T17:00:00.000000', u'IND', u'OAK', 4.0)
('2013-09-08T17:00:00.000000', u'JAC', u'KC', -26.0)
('2013-09-08T17:00:00.000000', u'NO', u'ATL', 6.0)
('2013-09-08T17:00:00.000000', u'NYJ', u'TB', 1.0)
('2013-09-08T17:00:00.000000', u'PIT', u'TEN', -7.0)
('2013-09-08T20:25:00.000000', u'LAR', u'ARI', 3.0)
('2013-09-08T20:25:00.000000', u'SF', u'GB', 6.0)
('2013-09-09T00:30:00.000000', u'DAL', u'NYG', 5.0)
('2013-09-09T23:10:00.000000', u'WAS', u'PHI', -6.0)
('2013-09-10T02:20:00.000000', u'LAC', u'HOU', -3.0)
('2013-09-13T00:25:00.000000', u'NE', u'NYJ', 3.0)
('2013-09-15T17:00:00.000000', u'ATL', u'LAR', 7.0)
('2013-09-15T17:00:00.000000', u'BAL', u'CLE', 8.0)
('2013-09-15T17:00:00.000000', u'BUF', u'CAR', 1.0)
('2013-09-15T17:00:00.000000', u'CHI', u'MIN', 1.0)
('2013-09-15T17:00:00.000000', u'GB', u'WAS', 18.0)
('2013-09-15T17:00:00.000000', u'HOU', u'TEN', 6.0)
('2013-09-15T17:00:00.000000', u'IND', u'MIA', -4.0)
('2013-09-15T17:00:00.000000', u'KC', u'DAL', 1.0)
('2013-09-15T17:00:00.000000', u'PHI', u'LAC', -3.0)
('2013-09-15T20:05:00.000000', u'ARI', u'DET', 4.0)
('2013-09-15T20:05:00.000000', u'TB', u'NO', -2.0)
('2013-09-15T20:25:00.000000', u'NYG', u'DEN', -18.0)
('2013-09-15T20:25:00.000000', u'OAK', u'JAC', 10.0)
('2013-09-16T00:30:00.000000', u'SEA', u'SF', 26.0)
('2013-09-17T00:40:00.000000', u'CIN', u'PIT', 10.0)
('2013-09-20T00:25:00.000000', u'PHI', u'KC', -10.0)
('2013-09-22T17:00:00.000000', u'BAL', u'HOU', 21.0)
('2013-09-22T17:00:00.000000', u'CAR', u'NYG', 38.0)
('2013-09-22T17:00:00.000000', u'CIN', u'GB', 4.0)
('2013-09-22T17:00:00.000000', u'DAL', u'LAR', 24.0)
('2013-09-22T17:00:00.000000', u'MIN', u'CLE', -4.0)
('2013-09-22T17:00:00.000000', u'NE', u'TB', 20.0)
('2013-09-22T17:00:00.000000', u'NO', u'ARI', 24.0)
('2013-09-22T17:00:00.000000', u'TEN', u'LAC', 3.0)
('2013-09-22T17:00:00.000000', u'WAS', u'DET', -7.0)
('2013-09-22T20:05:00.000000', u'MIA', u'ATL', 4.0)
('2013-09-22T20:25:00.000000', u'NYJ', u'BUF', 7.0)
('2013-09-22T20:25:00.000000', u'SEA', u'JAC', 28.0)
('2013-09-22T20:25:00.000000', u'SF', u'IND', -20.0)
('2013-09-23T00:30:00.000000', u'PIT', u'CHI', -17.0)
('2013-09-24T00:40:00.000000', u'DEN', u'OAK', 16.0)
('2013-09-27T00:25:00.000000', u'LAR', u'SF', -24.0)
('2013-09-29T17:00:00.000000', u'BUF', u'BAL', 3.0)
('2013-09-29T17:00:00.000000', u'CLE', u'CIN', 11.0)
('2013-09-29T17:00:00.000000', u'DET', u'CHI', 8.0)
('2013-09-29T17:00:00.000000', u'HOU', u'SEA', -3.0)
('2013-09-29T17:00:00.000000', u'JAC', u'IND', -34.0)
('2013-09-29T17:00:00.000000', u'KC', u'NYG', 24.0)
('2013-09-29T17:00:00.000000', u'MIN', u'PIT', 7.0)
('2013-09-29T17:00:00.000000', u'TB', u'ARI', -3.0)
('2013-09-29T20:05:00.000000', u'TEN', u'NYJ', 25.0)
('2013-09-29T20:25:00.000000', u'DEN', u'PHI', 32.0)
('2013-09-29T20:25:00.000000', u'LAC', u'DAL', 9.0)
('2013-09-29T20:25:00.000000', u'OAK', u'WAS', -10.0)
('2013-09-30T00:30:00.000000', u'ATL', u'NE', -7.0)
('2013-10-01T00:40:00.000000', u'NO', u'MIA', 21.0)
('2013-10-04T00:25:00.000000', u'CLE', u'BUF', 13.0)
('2013-10-06T17:00:00.000000', u'CHI', u'NO', -8.0)
('2013-10-06T17:00:00.000000', u'CIN', u'NE', 7.0)
('2013-10-06T17:00:00.000000', u'GB', u'DET', 13.0)
('2013-10-06T17:00:00.000000', u'IND', u'SEA', 6.0)
('2013-10-06T17:00:00.000000', u'LAR', u'JAC', 14.0)
('2013-10-06T17:00:00.000000', u'MIA', u'BAL', -3.0)
('2013-10-06T17:00:00.000000', u'NYG', u'PHI', -15.0)
('2013-10-06T17:00:00.000000', u'TEN', u'KC', -9.0)
('2013-10-06T20:05:00.000000', u'ARI', u'CAR', 16.0)
('2013-10-06T20:25:00.000000', u'DAL', u'DEN', -3.0)
('2013-10-07T00:30:00.000000', u'SF', u'HOU', 31.0)
('2013-10-07T03:35:00.000000', u'OAK', u'LAC', 10.0)
('2013-10-08T00:40:00.000000', u'ATL', u'NYJ', -2.0)
('2013-10-11T00:25:00.000000', u'CHI', u'NYG', 6.0)
('2013-10-13T17:00:00.000000', u'BAL', u'GB', -2.0)
('2013-10-13T17:00:00.000000', u'BUF', u'CIN', -3.0)
('2013-10-13T17:00:00.000000', u'CLE', u'DET', -14.0)
('2013-10-13T17:00:00.000000', u'HOU', u'LAR', -25.0)
('2013-10-13T17:00:00.000000', u'KC', u'OAK', 17.0)
('2013-10-13T17:00:00.000000', u'MIN', u'CAR', -25.0)
('2013-10-13T17:00:00.000000', u'NYJ', u'PIT', -13.0)
('2013-10-13T17:00:00.000000', u'TB', u'PHI', -11.0)
('2013-10-13T20:05:00.000000', u'DEN', u'JAC', 16.0)
('2013-10-13T20:05:00.000000', u'SEA', u'TEN', 7.0)
('2013-10-13T20:25:00.000000', u'NE', u'NO', 3.0)
('2013-10-13T20:25:00.000000', u'SF', u'ARI', 12.0)
('2013-10-14T00:30:00.000000', u'DAL', u'WAS', 15.0)
('2013-10-15T00:40:00.000000', u'LAC', u'IND', 10.0)
('2013-10-18T00:25:00.000000', u'ARI', u'SEA', -12.0)
('2013-10-20T17:00:00.000000', u'ATL', u'TB', 8.0)
('2013-10-20T17:00:00.000000', u'CAR', u'LAR', 15.0)
('2013-10-20T17:00:00.000000', u'DET', u'CIN', -3.0)
('2013-10-20T17:00:00.000000', u'JAC', u'LAC', -18.0)
('2013-10-20T17:00:00.000000', u'MIA', u'BUF', -2.0)
('2013-10-20T17:00:00.000000', u'NYJ', u'NE', 3.0)
('2013-10-20T17:00:00.000000', u'PHI', u'DAL', -14.0)
('2013-10-20T17:00:00.000000', u'WAS', u'CHI', 4.0)
('2013-10-20T20:05:00.000000', u'TEN', u'SF', -14.0)
('2013-10-20T20:25:00.000000', u'GB', u'CLE', 18.0)
('2013-10-20T20:25:00.000000', u'KC', u'HOU', 1.0)
('2013-10-20T20:25:00.000000', u'PIT', u'BAL', 3.0)
('2013-10-21T00:30:00.000000', u'IND', u'DEN', 6.0)
('2013-10-22T00:40:00.000000', u'NYG', u'MIN', 16.0)
('2013-10-25T00:25:00.000000', u'TB', u'CAR', -18.0)
('2013-10-27T17:00:00.000000', u'DET', u'DAL', 1.0)
('2013-10-27T17:00:00.000000', u'JAC', u'SF', -32.0)
('2013-10-27T17:00:00.000000', u'KC', u'CLE', 6.0)
('2013-10-27T17:00:00.000000', u'NE', u'MIA', 10.0)
('2013-10-27T17:00:00.000000', u'NO', u'BUF', 18.0)
('2013-10-27T17:00:00.000000', u'PHI', u'NYG', -8.0)
('2013-10-27T20:05:00.000000', u'CIN', u'NYJ', 40.0)
('2013-10-27T20:05:00.000000', u'OAK', u'PIT', 3.0)
('2013-10-27T20:25:00.000000', u'ARI', u'ATL', 14.0)
('2013-10-27T20:25:00.000000', u'DEN', u'WAS', 24.0)
('2013-10-28T00:30:00.000000', u'MIN', u'GB', -13.0)
('2013-10-29T00:40:00.000000', u'LAR', u'SEA', -5.0)
('2013-11-01T00:25:00.000000', u'MIA', u'CIN', 2.0)
('2013-11-03T18:00:00.000000', u'BUF', u'KC', -10.0)
('2013-11-03T18:00:00.000000', u'CAR', u'ATL', 24.0)
('2013-11-03T18:00:00.000000', u'DAL', u'MIN', 4.0)
('2013-11-03T18:00:00.000000', u'LAR', u'TEN', -7.0)
('2013-11-03T18:00:00.000000', u'NYJ', u'NO', 6.0)
('2013-11-03T18:00:00.000000', u'WAS', u'LAC', 6.0)
('2013-11-03T21:05:00.000000', u'OAK', u'PHI', -29.0)
('2013-11-03T21:05:00.000000', u'SEA', u'TB', 3.0)
('2013-11-03T21:25:00.000000', u'CLE', u'BAL', 6.0)
('2013-11-03T21:25:00.000000', u'NE', u'PIT', 24.0)
('2013-11-04T01:30:00.000000', u'HOU', u'IND', -3.0)
('2013-11-05T01:40:00.000000', u'GB', u'CHI', -7.0)
('2013-11-08T01:25:00.000000', u'MIN', u'WAS', 7.0)
('2013-11-10T18:00:00.000000', u'ATL', u'SEA', -23.0)
('2013-11-10T18:00:00.000000', u'BAL', u'CIN', 3.0)
('2013-11-10T18:00:00.000000', u'CHI', u'DET', -2.0)
('2013-11-10T18:00:00.000000', u'GB', u'PHI', -14.0)
('2013-11-10T18:00:00.000000', u'IND', u'LAR', -30.0)
('2013-11-10T18:00:00.000000', u'NYG', u'OAK', 4.0)
('2013-11-10T18:00:00.000000', u'PIT', u'BUF', 13.0)
('2013-11-10T18:00:00.000000', u'TEN', u'JAC', -2.0)
('2013-11-10T21:05:00.000000', u'SF', u'CAR', -1.0)
('2013-11-10T21:25:00.000000', u'ARI', u'HOU', 3.0)
('2013-11-10T21:25:00.000000', u'LAC', u'DEN', -8.0)
('2013-11-11T01:30:00.000000', u'NO', u'DAL', 32.0)
('2013-11-12T01:40:00.000000', u'TB', u'MIA', 3.0)
('2013-11-15T01:25:00.000000', u'TEN', u'IND', -3.0)
('2013-11-17T18:00:00.000000', u'BUF', u'NYJ', 23.0)
('2013-11-17T18:00:00.000000', u'CHI', u'BAL', 3.0)
('2013-11-17T18:00:00.000000', u'CIN', u'CLE', 21.0)
('2013-11-17T18:00:00.000000', u'HOU', u'OAK', -5.0)
('2013-11-17T18:00:00.000000', u'JAC', u'ARI', -13.0)
('2013-11-17T18:00:00.000000', u'PHI', u'WAS', 8.0)
('2013-11-17T18:00:00.000000', u'PIT', u'DET', 10.0)
('2013-11-17T18:00:00.000000', u'TB', u'ATL', 13.0)
('2013-11-17T21:05:00.000000', u'MIA', u'LAC', 4.0)
('2013-11-17T21:25:00.000000', u'NO', u'SF', 3.0)
('2013-11-17T21:25:00.000000', u'NYG', u'GB', 14.0)
('2013-11-17T21:25:00.000000', u'SEA', u'MIN', 21.0)
('2013-11-18T01:30:00.000000', u'DEN', u'KC', 10.0)
('2013-11-19T01:40:00.000000', u'CAR', u'NE', 4.0)
('2013-11-22T01:25:00.000000', u'ATL', u'NO', -4.0)
('2013-11-24T18:00:00.000000', u'BAL', u'NYJ', 16.0)
('2013-11-24T18:00:00.000000', u'CLE', u'PIT', -16.0)
('2013-11-24T18:00:00.000000', u'DET', u'TB', -3.0)
('2013-11-24T18:00:00.000000', u'GB', u'MIN', 0.0)
('2013-11-24T18:00:00.000000', u'HOU', u'JAC', -7.0)
('2013-11-24T18:00:00.000000', u'KC', u'LAC', -3.0)
('2013-11-24T18:00:00.000000', u'LAR', u'CHI', 21.0)
('2013-11-24T18:00:00.000000', u'MIA', u'CAR', -4.0)
('2013-11-24T21:05:00.000000', u'ARI', u'IND', 29.0)
('2013-11-24T21:05:00.000000', u'OAK', u'TEN', -4.0)
('2013-11-24T21:25:00.000000', u'NYG', u'DAL', -3.0)
('2013-11-25T01:30:00.000000', u'NE', u'DEN', 3.0)
('2013-11-26T01:40:00.000000', u'WAS', u'SF', -21.0)
('2013-11-28T17:30:00.000000', u'DET', u'GB', 30.0)
('2013-11-28T21:30:00.000000', u'DAL', u'OAK', 7.0)
('2013-11-29T01:30:00.000000', u'BAL', u'PIT', 2.0)
('2013-12-01T18:00:00.000000', u'CAR', u'TB', 21.0)
('2013-12-01T18:00:00.000000', u'CLE', u'JAC', -4.0)
('2013-12-01T18:00:00.000000', u'HOU', u'NE', -3.0)
('2013-12-01T18:00:00.000000', u'IND', u'TEN', 8.0)
('2013-12-01T18:00:00.000000', u'MIN', u'CHI', 3.0)
('2013-12-01T18:00:00.000000', u'NYJ', u'MIA', -20.0)
('2013-12-01T18:00:00.000000', u'PHI', u'ARI', 3.0)
('2013-12-01T21:05:00.000000', u'BUF', u'ATL', -3.0)
