# date, home, score, away, score
2017-12-16 DET 20 CHI 10
2017-12-16 KC  30 LAC 13
2017-12-17 BUF 24 MIA 16
2017-12-17 CAR 31 GB  24
2017-12-17 CLE 10 BAL 27
2017-12-17 JAC 45 HOU  7
2017-12-17 MIN 34 CIN  7
2017-12-17 NO  31 NYJ 19
2017-12-17 NYG 29 PHI 34
2017-12-17 WAS 20 ARI 15
2017-12-17 SEA  7 LAR 42
2017-12-17 PIT 24 NE  27
2017-12-17 SF  25 TEN 23
2017-12-17 OAK 17 DAL 20
2017-12-18 TB  21 ATL 24
2017-12-23 BAL 23 IND 16
2017-12-23 GB   0 MIN 16
2017-12-24 CAR 22 TB  19
2017-12-24 CHI 20 CLE  3
2017-12-24 CIN 26 DET 17
2017-12-24 KC  29 MIA 13
2017-12-24 NE  37 BUF 16
2017-12-24 NO  23 ATL 13
2017-12-24 NYJ  7 LAC 14
2017-12-24 TEN 23 LAR 27
2017-12-24 WAS 27 DEN 11
2017-12-24 SF  44 JAC 33
2017-12-24 ARI 23 NYG  0
2017-12-24 DAL 12 SEA 21
2017-12-25 HOU  6 PIT 34
2017-12-25 PHI 19 OAK 10
2017-12-31 ATL 22 CAR 10
2017-12-31 BAL 27 CIN 31
2017-12-31 DET 35 GB  11
2017-12-31 IND 22 HOU 13
2017-12-31 MIA 16 BUF 22
2017-12-31 MIN 23 CHI 10
2017-12-31 NE  26 NYJ  6
2017-12-31 NYG 18 WAS 10
2017-12-31 PHI  0 DAL  6
2017-12-31 PIT 28 CLE 24
2017-12-31 TB  31 NO  24
2017-12-31 TEN 15 JAC 10
2017-12-31 DEN 24 KC  27
2017-12-31 LAC 30 OAK 10
2017-12-31 LAR 13 SF  34
2017-12-31 SEA 24 ARI 26
2018-09-06 PHI 18 ATL 12
2018-09-09 BAL 47 BUF  3
2018-09-09 CLE 21 PIT 21
2018-09-09 IND 23 CIN 34
2018-09-09 MIA 27 TEN 20
2018-09-09 MIN 24 SF  16
2018-09-09 NE  27 HOU 20
2018-09-09 NO  40 TB  48
2018-09-09 NYG 15 JAC 20
2018-09-09 LAC 28 KC  38
2018-09-09 ARI  6 WAS 24
2018-09-09 CAR 16 DAL  8
2018-09-09 DEN 27 SEA 24
2018-09-09 GB  24 CHI 23
2018-09-10 DET 17 NYJ 48
2018-09-10 OAK 13 LAR 33
2018-09-13 CIN 34 BAL 23
2018-09-16 ATL 31 CAR 24
2018-09-16 BUF 20 LAC 31
2018-09-16 GB  29 MIN 29
2018-09-16 NO  21 CLE 18
2018-09-16 NYJ 12 MIA 20
2018-09-16 PIT 37 KC  42
2018-09-16 TB  27 PHI 21
2018-09-16 TEN 20 HOU 17
2018-09-16 WAS  9 IND 21
2018-09-16 LAR 34 ARI  0
2018-09-16 SF  30 DET 27
2018-09-16 DEN 20 OAK 19
2018-09-16 JAC 31 NE  20
2018-09-16 DAL 20 NYG 13
2018-09-17 CHI 24 SEA 17
2018-09-20 CLE 21 NYJ 17
2018-09-23 ATL 37 NO  43
2018-09-23 BAL 27 DEN 14
2018-09-23 CAR 31 CIN 21
2018-09-23 HOU 22 NYG 27
2018-09-23 JAC  6 TEN  9
2018-09-23 KC  38 SF  27
2018-09-23 MIA 28 OAK 20
2018-09-23 MIN  6 BUF 27
2018-09-23 PHI 20 IND 16
2018-09-23 WAS 31 GB  17
2018-09-23 LAR 35 LAC 23
2018-09-23 ARI 14 CHI 16
2018-09-23 SEA 24 DAL 13
2018-09-23 DET 26 NE  10
2018-09-24 TB  27 PIT 30
2018-09-27 LAR 38 MIN 31
2018-09-30 ATL 36 CIN 37
2018-09-30 CHI 48 TB  10
2018-09-30 DAL 26 DET 24
2018-09-30 GB  22 BUF  0
2018-09-30 IND 34 HOU 37
2018-09-30 JAC 31 NYJ 12
2018-09-30 NE  38 MIA  7
2018-09-30 TEN 26 PHI 23
2018-09-30 ARI 17 SEA 20
2018-09-30 OAK 45 CLE 42
2018-09-30 LAC 29 SF  27
2018-09-30 NYG 18 NO  33
2018-09-30 PIT 14 BAL 26
2018-10-01 DEN 23 KC  27
2018-10-04 NE  38 IND 24
2018-10-07 BUF 13 TEN 12
2018-10-07 CAR 33 NYG 31
2018-10-07 CIN 27 MIA 17
2018-10-07 CLE 12 BAL  9
2018-10-07 DET 31 GB  23
2018-10-07 KC  30 JAC 14
2018-10-07 NYJ 34 DEN 16
2018-10-07 PIT 41 ATL 17
2018-10-07 LAC 26 OAK 10
2018-10-07 PHI 21 MIN 23
2018-10-07 SF  18 ARI 28
2018-10-07 SEA 31 LAR 33
2018-10-07 HOU 19 DAL 16
2018-10-08 NO  43 WAS 19
2018-10-11 NYG 13 PHI 34
2018-10-14 ATL 34 TB  29
2018-10-14 CIN 21 PIT 28
2018-10-14 CLE 14 LAC 38
2018-10-14 HOU 20 BUF 13
2018-10-14 MIA 31 CHI 28
2018-10-14 MIN 27 ARI 17
2018-10-14 NYJ 42 IND 34
2018-10-14 OAK  3 SEA 27
2018-10-14 WAS 23 CAR 17
2018-10-14 DEN 20 LAR 23
2018-10-14 DAL 40 JAC  7
2018-10-14 TEN  0 BAL 21
2018-10-14 NE  43 KC  40
2018-10-15 GB  33 SF  30
2018-10-18 ARI 10 DEN 45
2018-10-21 CHI 31 NE  38
2018-10-21 IND 37 BUF  5
2018-10-21 JAC  7 HOU 20
2018-10-21 KC  45 CIN 10
2018-10-21 MIA 21 DET 32
2018-10-21 NYJ 17 MIN 37
2018-10-21 PHI 17 CAR 21
2018-10-21 TB  26 CLE 23
2018-10-21 BAL 23 NO  24
2018-10-21 WAS 20 DAL 17
2018-10-21 SF  10 LAR 39
2018-10-21 LAC 20 TEN 19
2018-10-22 ATL 23 NYG 20
2018-10-25 HOU 42 MIA 23
2018-10-28 CAR 36 BAL 21
2018-10-28 CHI 24 NYJ 10
2018-10-28 CIN 37 TB  34
2018-10-28 DET 14 SEA 28
2018-10-28 KC  30 DEN 23
2018-10-28 NYG 13 WAS 20
2018-10-28 PIT 33 CLE 18
2018-10-28 OAK 28 IND 42
2018-10-28 ARI 18 SF  15
2018-10-28 LAR 29 GB  27
2018-10-28 MIN 20 NO  30
2018-10-28 JAC 18 PHI 24
2018-10-29 BUF  6 NE  25
2018-11-01 SF  34 OAK  3
2018-11-04 BAL 16 PIT 23
2018-11-04 BUF  9 CHI 41
2018-11-04 CAR 42 TB  28
2018-11-04 CLE 21 KC  37
2018-11-04 MIA 13 NYJ  6
2018-11-04 MIN 24 DET  9
2018-11-04 WAS 14 ATL 38
2018-11-04 DEN 17 HOU 19
2018-11-04 SEA 17 LAC 25
2018-11-04 NO  45 LAR 35
2018-11-04 NE  31 GB  17
2018-11-05 DAL 14 TEN 28
2018-11-08 PIT 52 CAR 21
2018-11-11 CHI 34 DET 22
2018-11-11 CIN 14 NO  51
2018-11-11 CLE 28 ATL 16
2018-11-11 IND 29 JAC 26
2018-11-11 KC  26 ARI 14
2018-11-11 NYJ 10 BUF 41
2018-11-11 TB   3 WAS 16
2018-11-11 TEN 34 NE  10
2018-11-11 OAK  6 LAC 20
2018-11-11 GB  31 MIA 12
2018-11-11 LAR 36 SEA 31
2018-11-11 PHI 20 DAL 27
2018-11-12 SF  23 NYG 27
2018-11-15 SEA 27 GB  24
2018-11-18 ATL 19 DAL 22
2018-11-18 BAL 24 CIN 21
2018-11-18 DET 20 CAR 19
2018-11-18 IND 38 TEN 10
2018-11-18 NYG 38 TB  35
2018-11-18 WAS 21 HOU 23
2018-11-18 JAC 16 PIT 20
2018-11-18 ARI 21 OAK 23
2018-11-18 LAC 22 DEN 23
2018-11-18 NO  48 PHI  7
2018-11-18 CHI 25 MIN 20
2018-11-19 LAR 54 KC  51
2018-11-22 DET 16 CHI 23
2018-11-22 DAL 31 WAS 23
2018-11-22 NO  31 ATL 17
2018-11-25 BAL 34 OAK 17
2018-11-25 BUF 24 JAC 21
2018-11-25 CAR 27 SEA 30
2018-11-25 CIN 20 CLE 35
2018-11-25 NYJ 13 NE  27
2018-11-25 PHI 25 NYG 22
2018-11-25 TB  27 SF   9
2018-11-25 LAC 45 ARI 10
2018-11-25 IND 27 MIA 24
2018-11-25 DEN 24 PIT 17
2018-11-25 MIN 24 GB  17
2018-11-26 HOU 34 TEN 17
2018-11-29 DAL 13 NO  10
2018-12-02 GB  17 ARI 20
2018-12-02 HOU 29 CLE 13
2018-12-02 JAC  6 IND  0
2018-12-02 MIA 21 BUF 17
2018-12-02 NYG 30 CHI 27
2018-12-02 TB  24 CAR 17
2018-12-02 ATL 16 BAL 26
2018-12-02 CIN 10 DEN 24
2018-12-02 DET 16 LAR 30
2018-12-02 OAK 33 KC  40
2018-12-02 TEN 26 NYJ 22
2018-12-02 NE  24 MIN 10
2018-12-02 SEA 43 SF  16
2018-12-02 PIT 30 LAC 33
2018-12-03 PHI 28 WAS 13
2018-12-06 TEN 30 JAC  9
2018-12-09 CLE 26 CAR 20
2018-12-09 GB  34 ATL 20
2018-12-09 HOU 21 IND 24
2018-12-09 KC  27 BAL 24
2018-12-09 MIA 34 NE  33
2018-12-09 TB  14 NO  28
2018-12-09 WAS 16 NYG 40
2018-12-09 BUF 23 NYJ 27
2018-12-09 LAC 26 CIN 21
2018-12-09 SF  20 DEN 14
2018-12-09 ARI  3 DET 17
2018-12-09 DAL 29 PHI 23
2018-12-09 OAK 24 PIT 21
2018-12-09 CHI 15 LAR  6
2018-12-10 SEA 21 MIN  7
2018-12-13 KC  28 LAC 29
2018-12-15 NYJ 22 HOU 29
2018-12-15 DEN 16 CLE 17
2018-12-16 IND 23 DAL  0
2018-12-16 JAC 13 WAS 16
2018-12-16 BAL 20 TB  12
2018-12-16 BUF 14 DET 13
2018-12-16 CHI 24 GB  17
2018-12-16 CIN 30 OAK 16
2018-12-16 ATL 40 ARI 14
2018-12-16 MIN 41 MIA 17
2018-12-16 NYG  0 TEN 17
2018-12-16 SF  26 SEA 23
2018-12-16 PIT 17 NE  10
2018-12-16 LAR 23 PHI 30
2018-12-17 CAR  9 NO  12
2018-12-22 TEN 25 WAS 16
2018-12-22 LAC 10 BAL 22
2018-12-23 MIA  7 JAC 17
2018-12-23 CAR 10 ATL 24
2018-12-23 CLE 26 CIN 18
2018-12-23 DAL 27 TB  20
2018-12-23 DET  9 MIN 27
2018-12-23 NE  24 BUF 12
2018-12-23 NYJ 38 GB  44
2018-12-23 IND 28 NYG 27
2018-12-23 PHI 32 HOU 30
2018-12-23 ARI  9 LAR 31
2018-12-23 SF   9 CHI 14
2018-12-23 NO  31 PIT 28
2018-12-23 SEA 38 KC  31
2018-12-24 OAK 27 DEN 14
2018-12-30 BUF 42 MIA 17
2018-12-30 GB   0 DET 31
2018-12-30 HOU 20 JAC  3
2018-12-30 NE  38 NYJ  3
2018-12-30 NO  14 CAR 33
2018-12-30 NYG 35 DAL 36
2018-12-30 TB  32 ATL 34
2018-12-30 KC  35 OAK  3
2018-12-30 MIN 10 CHI 24
2018-12-30 PIT 16 CIN 13
2018-12-30 WAS  0 PHI 24
2018-12-30 DEN  9 LAC 23
2018-12-30 LAR 48 SF  32
2018-12-30 SEA 27 ARI 24
2018-12-30 BAL 26 CLE 24
2018-12-30 TEN 17 IND 33
